"","day","month","year","flow","hyear","baseflow","date"
"1159",19,8,1995,0.000944561403508772,1995,NA,1995-08-19
"1160",20,8,1995,0.000959473684210526,1995,NA,1995-08-20
"1161",21,8,1995,0.000974385964912281,1995,NA,1995-08-21
"1162",22,8,1995,0.000989298245614035,1995,NA,1995-08-22
"1163",23,8,1995,0.00100421052631579,1995,NA,1995-08-23
"1164",24,8,1995,0.00101912280701754,1995,NA,1995-08-24
"1165",25,8,1995,0.0010340350877193,1995,NA,1995-08-25
"1166",26,8,1995,0.00104894736842105,1995,NA,1995-08-26
"1167",27,8,1995,0.00106385964912281,1995,NA,1995-08-27
"1168",28,8,1995,0.00107877192982456,1995,NA,1995-08-28
"1169",29,8,1995,0.00109368421052632,1995,NA,1995-08-29
"1170",30,8,1995,0.00110859649122807,1995,NA,1995-08-30
"1171",31,8,1995,0.00112350877192982,1995,NA,1995-08-31
"1415",1,5,1996,0.00476210526315789,1996,NA,1996-05-01
"1416",2,5,1996,0.00477701754385965,1996,NA,1996-05-02
"1417",3,5,1996,0.0047919298245614,1996,NA,1996-05-03
"1418",4,5,1996,0.00480684210526316,1996,NA,1996-05-04
"1419",5,5,1996,0.00482175438596491,1996,NA,1996-05-05
"1420",6,5,1996,0.00483666666666667,1996,NA,1996-05-06
"1421",7,5,1996,0.00485157894736842,1996,NA,1996-05-07
"1422",8,5,1996,0.00486649122807018,1996,NA,1996-05-08
"1423",9,5,1996,0.00488140350877193,1996,NA,1996-05-09
"1424",10,5,1996,0.00489631578947368,1996,NA,1996-05-10
"1425",11,5,1996,0.00491122807017544,1996,NA,1996-05-11
"1426",12,5,1996,0.00492614035087719,1996,NA,1996-05-12
"1427",13,5,1996,0.00494105263157895,1996,NA,1996-05-13
"1428",14,5,1996,0.0049559649122807,1996,NA,1996-05-14
"1429",15,5,1996,0.00497087719298246,1996,NA,1996-05-15
"1430",16,5,1996,0.00498578947368421,1996,NA,1996-05-16
"1431",17,5,1996,0.00500070175438597,1996,NA,1996-05-17
"1432",18,5,1996,0.00501561403508772,1996,NA,1996-05-18
"1433",19,5,1996,0.00503052631578947,1996,NA,1996-05-19
"1434",20,5,1996,0.00504543859649123,1996,NA,1996-05-20
"1435",21,5,1996,0.00506035087719298,1996,NA,1996-05-21
"1436",22,5,1996,0.00507526315789474,1996,NA,1996-05-22
"1437",23,5,1996,0.00509017543859649,1996,NA,1996-05-23
"1438",24,5,1996,0.00510508771929825,1996,NA,1996-05-24
"1439",25,5,1996,0.00512,1996,0.00344910652920962,1996-05-25
"1440",26,5,1996,0.00347,1996,0.00345955326460481,1996-05-26
"1441",27,5,1996,0.00347,1996,0.00347,1996-05-27
"1442",28,5,1996,0.00801,1996,NA,1996-05-28
"1443",29,5,1996,0.01255,1996,0.00335255501886792,1996-05-29
"1444",30,5,1996,0.00883,1996,0.00329383252830189,1996-05-30
"1445",31,5,1996,0.00801,1996,0.00323511003773585,1996-05-31
"1446",1,6,1996,0.00861666666666667,1996,NA,1996-06-01
"1447",2,6,1996,0.00922333333333333,1996,NA,1996-06-02
"1448",3,6,1996,0.00983,1996,0.00305894256603774,1996-06-03
"1449",4,6,1996,0.006935,1996,NA,1996-06-04
"1450",5,6,1996,0.00404,1996,0.00294149758490566,1996-06-05
"1451",6,6,1996,0.003361429,1996,0.00288277509433962,1996-06-06
"1452",7,6,1996,0.001779024,1996,0.001779024,1996-06-07
"1453",8,6,1996,0.0017724305625,1996,NA,1996-06-08
"1454",9,6,1996,0.001765837125,1996,NA,1996-06-09
"1455",10,6,1996,0.0017592436875,1996,NA,1996-06-10
"1456",11,6,1996,0.00175265025,1996,NA,1996-06-11
"1457",12,6,1996,0.0017460568125,1996,NA,1996-06-12
"1458",13,6,1996,0.001739463375,1996,NA,1996-06-13
"1459",14,6,1996,0.0017328699375,1996,NA,1996-06-14
"1460",15,6,1996,0.0017262765,1996,NA,1996-06-15
"1461",16,6,1996,0.0017196830625,1996,NA,1996-06-16
"1462",17,6,1996,0.001713089625,1996,NA,1996-06-17
"1463",18,6,1996,0.0017064961875,1996,NA,1996-06-18
"1464",19,6,1996,0.00169990275,1996,NA,1996-06-19
"1465",20,6,1996,0.0016933093125,1996,NA,1996-06-20
"1466",21,6,1996,0.001686715875,1996,NA,1996-06-21
"1467",22,6,1996,0.0016801224375,1996,NA,1996-06-22
"1468",23,6,1996,0.001673529,1996,0.001673529,1996-06-23
"1469",24,6,1996,0.001377083,1996,0.001377083,1996-06-24
"1470",25,6,1996,0.000735208,1996,0.000735208,1996-06-25
"1471",26,6,1996,0.00076,1996,0.00076,1996-06-26
"1472",27,6,1996,0.000861042,1996,0.000861042,1996-06-27
"1473",28,6,1996,0.000703429,1996,0.000703429,1996-06-28
"1474",29,6,1996,0.0006783934,1996,NA,1996-06-29
"1475",30,6,1996,0.0006533578,1996,NA,1996-06-30
"1476",1,7,1996,0.0006283222,1996,NA,1996-07-01
"1477",2,7,1996,0.0006032866,1996,NA,1996-07-02
"1478",3,7,1996,0.000578251,1996,NA,1996-07-03
"1479",4,7,1996,0.0005532154,1996,NA,1996-07-04
"1480",5,7,1996,0.0005281798,1996,NA,1996-07-05
"1481",6,7,1996,0.0005031442,1996,NA,1996-07-06
"1482",7,7,1996,0.0004781086,1996,NA,1996-07-07
"1483",8,7,1996,0.000453073,1996,NA,1996-07-08
"1484",9,7,1996,0.0004280374,1996,NA,1996-07-09
"1485",10,7,1996,0.0004030018,1996,NA,1996-07-10
"1486",11,7,1996,0.0003779662,1996,NA,1996-07-11
"1487",12,7,1996,0.0003529306,1996,NA,1996-07-12
"1488",13,7,1996,0.000327895,1996,0.000327895,1996-07-13
"1489",14,7,1996,0.002170625,1996,0.000651320452830189,1996-07-14
"1490",15,7,1996,0.003580625,1996,0.000592597962264151,1996-07-15
"1491",16,7,1996,0.00199625,1996,0.000533875471698113,1996-07-16
"1492",17,7,1996,0.000948958,1996,0.000475152981132075,1996-07-17
"1493",18,7,1996,0.000506458,1996,0.000416430490566038,1996-07-18
"1494",19,7,1996,0.000357708,1996,0.000357708,1996-07-19
"1495",20,7,1996,0.000545417,1996,0.000365249666666667,1996-07-20
"1496",21,7,1996,0.001365,1996,0.000372791333333333,1996-07-21
"1497",22,7,1996,0.005242083,1996,0.000380333,1996-07-22
"1498",23,7,1996,0.003204792,1996,0.000387874666666667,1996-07-23
"1499",24,7,1996,0.000948125,1996,0.000395416333333333,1996-07-24
"1500",25,7,1996,0.000482692,1996,0.000402958,1996-07-25
"1501",26,7,1996,0.000652400666666667,1996,NA,1996-07-26
"1502",27,7,1996,0.000822109333333333,1996,NA,1996-07-27
"1503",28,7,1996,0.000991818,1996,0.000425583,1996-07-28
"1504",29,7,1996,0.002212292,1996,0.000433124666666667,1996-07-29
"1505",30,7,1996,0.003722292,1996,0.000440666333333333,1996-07-30
"1506",31,7,1996,0.00228125,1996,0.000448208,1996-07-31
"1507",1,8,1996,0.001259167,1996,0.000455749666666667,1996-08-01
"1508",2,8,1996,0.000672292,1996,0.000463291333333333,1996-08-02
"1509",3,8,1996,0.000470833,1996,0.000470833,1996-08-03
"1510",4,8,1996,0.000801667,1996,0.000446931545454545,1996-08-04
"1511",5,8,1996,0.000829792,1996,0.000423030090909091,1996-08-05
"1512",6,8,1996,0.00077,1996,0.000399128636363636,1996-08-06
"1513",7,8,1996,0.000667292,1996,0.000375227181818182,1996-08-07
"1514",8,8,1996,0.000452292,1996,0.000351325727272727,1996-08-08
"1515",9,8,1996,0.000444792,1996,0.000327424272727273,1996-08-09
"1516",10,8,1996,0.0006325,1996,0.000303522818181818,1996-08-10
"1517",11,8,1996,0.000935833,1996,0.000279621363636364,1996-08-11
"1518",12,8,1996,0.000624167,1996,0.000255719909090909,1996-08-12
"1519",13,8,1996,0.000293958,1996,0.000231818454545455,1996-08-13
"1520",14,8,1996,0.000207917,1996,0.000207917,1996-08-14
"1521",15,8,1996,0.00019,1996,0.00019,1996-08-15
"1522",16,8,1996,0.000585,1996,0.00018951768488746,1996-08-16
"1523",17,8,1996,0.00143875,1996,0.00018903536977492,1996-08-17
"1524",18,8,1996,0.001086875,1996,0.000188553054662379,1996-08-18
"1525",19,8,1996,0.000738125,1996,0.000188070739549839,1996-08-19
"1526",20,8,1996,0.000487917,1996,0.000187588424437299,1996-08-20
"1527",21,8,1996,0.000399167,1996,0.000187106109324759,1996-08-21
"1528",22,8,1996,0.000392083,1996,0.000186623794212219,1996-08-22
"1529",23,8,1996,0.000472609,1996,0.000186141479099678,1996-08-23
"1530",24,8,1996,0.000474173037288136,1996,NA,1996-08-24
"1531",25,8,1996,0.000475737074576271,1996,NA,1996-08-25
"1532",26,8,1996,0.000477301111864407,1996,NA,1996-08-26
"1533",27,8,1996,0.000478865149152542,1996,NA,1996-08-27
"1534",28,8,1996,0.000480429186440678,1996,NA,1996-08-28
"1535",29,8,1996,0.000481993223728814,1996,NA,1996-08-29
"1536",30,8,1996,0.000483557261016949,1996,NA,1996-08-30
"1537",31,8,1996,0.000485121298305085,1996,NA,1996-08-31
"1780",1,5,1997,0.000865182359322034,1997,NA,1997-05-01
"1781",2,5,1997,0.000866746396610169,1997,NA,1997-05-02
"1782",3,5,1997,0.000868310433898305,1997,NA,1997-05-03
"1783",4,5,1997,0.000869874471186441,1997,NA,1997-05-04
"1784",5,5,1997,0.000871438508474576,1997,NA,1997-05-05
"1785",6,5,1997,0.000873002545762712,1997,NA,1997-05-06
"1786",7,5,1997,0.000874566583050848,1997,NA,1997-05-07
"1787",8,5,1997,0.000876130620338983,1997,NA,1997-05-08
"1788",9,5,1997,0.000877694657627119,1997,NA,1997-05-09
"1789",10,5,1997,0.000879258694915254,1997,NA,1997-05-10
"1790",11,5,1997,0.00088082273220339,1997,NA,1997-05-11
"1791",12,5,1997,0.000882386769491525,1997,NA,1997-05-12
"1792",13,5,1997,0.000883950806779661,1997,NA,1997-05-13
"1793",14,5,1997,0.000885514844067797,1997,NA,1997-05-14
"1794",15,5,1997,0.000887078881355932,1997,NA,1997-05-15
"1795",16,5,1997,0.000888642918644068,1997,NA,1997-05-16
"1796",17,5,1997,0.000890206955932203,1997,NA,1997-05-17
"1797",18,5,1997,0.000891770993220339,1997,NA,1997-05-18
"1798",19,5,1997,0.000893335030508475,1997,NA,1997-05-19
"1799",20,5,1997,0.00089489906779661,1997,NA,1997-05-20
"1800",21,5,1997,0.000896463105084746,1997,NA,1997-05-21
"1801",22,5,1997,0.000898027142372881,1997,NA,1997-05-22
"1802",23,5,1997,0.000899591179661017,1997,NA,1997-05-23
"1803",24,5,1997,0.000901155216949153,1997,NA,1997-05-24
"1804",25,5,1997,0.000902719254237288,1997,NA,1997-05-25
"1805",26,5,1997,0.000904283291525424,1997,NA,1997-05-26
"1806",27,5,1997,0.000905847328813559,1997,NA,1997-05-27
"1807",28,5,1997,0.000907411366101695,1997,NA,1997-05-28
"1808",29,5,1997,0.00090897540338983,1997,NA,1997-05-29
"1809",30,5,1997,0.000910539440677966,1997,NA,1997-05-30
"1810",31,5,1997,0.000912103477966102,1997,NA,1997-05-31
"1811",1,6,1997,0.000913667515254237,1997,NA,1997-06-01
"1812",2,6,1997,0.000915231552542373,1997,NA,1997-06-02
"1813",3,6,1997,0.000916795589830509,1997,NA,1997-06-03
"1814",4,6,1997,0.000918359627118644,1997,NA,1997-06-04
"1815",5,6,1997,0.00091992366440678,1997,NA,1997-06-05
"1816",6,6,1997,0.000921487701694915,1997,NA,1997-06-06
"1817",7,6,1997,0.000923051738983051,1997,NA,1997-06-07
"1818",8,6,1997,0.000924615776271186,1997,NA,1997-06-08
"1819",9,6,1997,0.000926179813559322,1997,NA,1997-06-09
"1820",10,6,1997,0.000927743850847458,1997,NA,1997-06-10
"1821",11,6,1997,0.000929307888135593,1997,NA,1997-06-11
"1822",12,6,1997,0.000930871925423729,1997,NA,1997-06-12
"1823",13,6,1997,0.000932435962711864,1997,NA,1997-06-13
"1824",14,6,1997,0.000934,1997,4.38585209003215e-05,1997-06-14
"1825",15,6,1997,0.016481667,1997,4.33762057877813e-05,1997-06-15
"1826",16,6,1997,0.005820417,1997,4.28938906752411e-05,1997-06-16
"1827",17,6,1997,0.002060833,1997,4.24115755627009e-05,1997-06-17
"1828",18,6,1997,0.001227083,1997,4.19292604501608e-05,1997-06-18
"1829",19,6,1997,0.000755833,1997,4.14469453376206e-05,1997-06-19
"1830",20,6,1997,0.000257826,1997,4.09646302250804e-05,1997-06-20
"1831",21,6,1997,0.00013125,1997,4.04823151125402e-05,1997-06-21
"1832",22,6,1997,4e-05,1997,4e-05,1997-06-22
"1833",23,6,1997,4e-05,1997,3.6e-05,1997-06-23
"1834",24,6,1997,4e-05,1997,3.2e-05,1997-06-24
"1835",25,6,1997,4e-05,1997,2.8e-05,1997-06-25
"1836",26,6,1997,4e-05,1997,2.4e-05,1997-06-26
"1837",27,6,1997,4e-05,1997,2e-05,1997-06-27
"1838",28,6,1997,4e-05,1997,1.6e-05,1997-06-28
"1839",29,6,1997,4e-05,1997,1.2e-05,1997-06-29
"1840",30,6,1997,4e-05,1997,8e-06,1997-06-30
"1841",1,7,1997,2.25e-05,1997,4e-06,1997-07-01
"1842",2,7,1997,0,1997,0,1997-07-02
"1843",3,7,1997,0.022816667,1997,0.000106212090909091,1997-07-03
"1844",4,7,1997,0.00577625,1997,0.000212424181818182,1997-07-04
"1845",5,7,1997,0.002366667,1997,0.000318636272727273,1997-07-05
"1846",6,7,1997,0.0016325,1997,0.000424848363636364,1997-07-06
"1847",7,7,1997,0.00167,1997,0.000531060454545455,1997-07-07
"1848",8,7,1997,0.001615417,1997,0.000637272545454545,1997-07-08
"1849",9,7,1997,0.003,1997,0.000743484636363636,1997-07-09
"1850",10,7,1997,0.002989167,1997,0.000849696727272727,1997-07-10
"1851",11,7,1997,0.00198,1997,0.000955908818181818,1997-07-11
"1852",12,7,1997,0.001342917,1997,0.00106212090909091,1997-07-12
"1853",13,7,1997,0.001168333,1997,0.001168333,1997-07-13
"1854",14,7,1997,0.0289125,1997,0.00114295422727273,1997-07-14
"1855",15,7,1997,0.007004167,1997,0.00111757545454545,1997-07-15
"1856",16,7,1997,0.005367917,1997,0.00109219668181818,1997-07-16
"1857",17,7,1997,0.00474875,1997,0.00106681790909091,1997-07-17
"1858",18,7,1997,0.004194167,1997,0.00104143913636364,1997-07-18
"1859",19,7,1997,0.00370125,1997,0.00101606036363636,1997-07-19
"1860",20,7,1997,0.003256667,1997,0.000990681590909091,1997-07-20
"1861",21,7,1997,0.002507083,1997,0.000965302818181818,1997-07-21
"1862",22,7,1997,0.002864167,1997,0.000939924045454545,1997-07-22
"1863",23,7,1997,0.002058333,1997,0.000914545272727273,1997-07-23
"1864",24,7,1997,0.001412083,1997,0.0008891665,1997-07-24
"1865",25,7,1997,0.001054583,1997,0.000863787727272727,1997-07-25
"1866",26,7,1997,0.001927917,1997,0.000838408954545455,1997-07-26
"1867",27,7,1997,0.006337917,1997,0.000813030181818182,1997-07-27
"1868",28,7,1997,0.004004583,1997,0.000787651409090909,1997-07-28
"1869",29,7,1997,0.001604583,1997,0.000762272636363636,1997-07-29
"1870",30,7,1997,0.000941667,1997,0.000736893863636364,1997-07-30
"1871",31,7,1997,0.000735417,1997,0.000711515090909091,1997-07-31
"1872",1,8,1997,0.00067,1997,0.00067,1997-08-01
"1873",2,8,1997,0.00067,1997,0.000660757545454545,1997-08-02
"1874",3,8,1997,0.000624167,1997,0.000624167,1997-08-03
"1875",4,8,1997,0.00061,1997,0.00061,1997-08-04
"1876",5,8,1997,0.000585417,1997,0.000585417,1997-08-05
"1877",6,8,1997,0.005472917,1997,0.000583695185294118,1997-08-06
"1878",7,8,1997,0.003820417,1997,0.000581973370588235,1997-08-07
"1879",8,8,1997,0.004339167,1997,0.000580251555882353,1997-08-08
"1880",9,8,1997,0.003025,1997,0.000578529741176471,1997-08-09
"1881",10,8,1997,0.00162625,1997,0.000576807926470588,1997-08-10
"1882",11,8,1997,0.00122625,1997,0.000575086111764706,1997-08-11
"1883",12,8,1997,0.00125375,1997,0.000573364297058824,1997-08-12
"1884",13,8,1997,0.016579091,1997,0.000571642482352941,1997-08-13
"1885",14,8,1997,0.0101832955,1997,NA,1997-08-14
"1886",15,8,1997,0.0037875,1997,0.000568198852941176,1997-08-15
"1887",16,8,1997,0.002112083,1997,0.000566477038235294,1997-08-16
"1888",17,8,1997,0.002476667,1997,0.000564755223529412,1997-08-17
"1889",18,8,1997,0.0034,1997,0.000563033408823529,1997-08-18
"1890",19,8,1997,0.002326923,1997,0.000561311594117647,1997-08-19
"1891",20,8,1997,0.0023232125397351,1997,NA,1997-08-20
"1892",21,8,1997,0.0023195020794702,1997,NA,1997-08-21
"1893",22,8,1997,0.0023157916192053,1997,NA,1997-08-22
"1894",23,8,1997,0.0023120811589404,1997,NA,1997-08-23
"1895",24,8,1997,0.0023083706986755,1997,NA,1997-08-24
"1896",25,8,1997,0.0023046602384106,1997,NA,1997-08-25
"1897",26,8,1997,0.0023009497781457,1997,NA,1997-08-26
"1898",27,8,1997,0.00229723931788079,1997,NA,1997-08-27
"1899",28,8,1997,0.00229352885761589,1997,NA,1997-08-28
"1900",29,8,1997,0.00228981839735099,1997,NA,1997-08-29
"1901",30,8,1997,0.00228610793708609,1997,NA,1997-08-30
"1902",31,8,1997,0.00228239747682119,1997,NA,1997-08-31
"2145",1,5,1998,0.00138075563245033,1998,NA,1998-05-01
"2146",2,5,1998,0.00137704517218543,1998,NA,1998-05-02
"2147",3,5,1998,0.00137333471192053,1998,NA,1998-05-03
"2148",4,5,1998,0.00136962425165563,1998,NA,1998-05-04
"2149",5,5,1998,0.00136591379139073,1998,NA,1998-05-05
"2150",6,5,1998,0.00136220333112583,1998,NA,1998-05-06
"2151",7,5,1998,0.00135849287086093,1998,NA,1998-05-07
"2152",8,5,1998,0.00135478241059603,1998,NA,1998-05-08
"2153",9,5,1998,0.00135107195033113,1998,NA,1998-05-09
"2154",10,5,1998,0.00134736149006623,1998,NA,1998-05-10
"2155",11,5,1998,0.00134365102980132,1998,NA,1998-05-11
"2156",12,5,1998,0.00133994056953642,1998,NA,1998-05-12
"2157",13,5,1998,0.00133623010927152,1998,NA,1998-05-13
"2158",14,5,1998,0.00133251964900662,1998,NA,1998-05-14
"2159",15,5,1998,0.00132880918874172,1998,NA,1998-05-15
"2160",16,5,1998,0.00132509872847682,1998,NA,1998-05-16
"2161",17,5,1998,0.00132138826821192,1998,NA,1998-05-17
"2162",18,5,1998,0.00131767780794702,1998,NA,1998-05-18
"2163",19,5,1998,0.00131396734768212,1998,NA,1998-05-19
"2164",20,5,1998,0.00131025688741722,1998,NA,1998-05-20
"2165",21,5,1998,0.00130654642715232,1998,NA,1998-05-21
"2166",22,5,1998,0.00130283596688742,1998,NA,1998-05-22
"2167",23,5,1998,0.00129912550662252,1998,NA,1998-05-23
"2168",24,5,1998,0.00129541504635762,1998,NA,1998-05-24
"2169",25,5,1998,0.00129170458609272,1998,NA,1998-05-25
"2170",26,5,1998,0.00128799412582781,1998,NA,1998-05-26
"2171",27,5,1998,0.00128428366556291,1998,NA,1998-05-27
"2172",28,5,1998,0.00128057320529801,1998,NA,1998-05-28
"2173",29,5,1998,0.00127686274503311,1998,NA,1998-05-29
"2174",30,5,1998,0.00127315228476821,1998,NA,1998-05-30
"2175",31,5,1998,0.00126944182450331,1998,NA,1998-05-31
"2176",1,6,1998,0.00126573136423841,1998,NA,1998-06-01
"2177",2,6,1998,0.00126202090397351,1998,NA,1998-06-02
"2178",3,6,1998,0.00125831044370861,1998,NA,1998-06-03
"2179",4,6,1998,0.00125459998344371,1998,NA,1998-06-04
"2180",5,6,1998,0.00125088952317881,1998,NA,1998-06-05
"2181",6,6,1998,0.00124717906291391,1998,NA,1998-06-06
"2182",7,6,1998,0.00124346860264901,1998,NA,1998-06-07
"2183",8,6,1998,0.00123975814238411,1998,NA,1998-06-08
"2184",9,6,1998,0.00123604768211921,1998,NA,1998-06-09
"2185",10,6,1998,0.0012323372218543,1998,NA,1998-06-10
"2186",11,6,1998,0.0012286267615894,1998,NA,1998-06-11
"2187",12,6,1998,0.0012249163013245,1998,NA,1998-06-12
"2188",13,6,1998,0.0012212058410596,1998,NA,1998-06-13
"2189",14,6,1998,0.0012174953807947,1998,NA,1998-06-14
"2190",15,6,1998,0.0012137849205298,1998,NA,1998-06-15
"2191",16,6,1998,0.0012100744602649,1998,NA,1998-06-16
"2192",17,6,1998,0.001206364,1998,4.13235529411765e-05,1998-06-17
"2193",18,6,1998,0.000773611,1998,3.96017382352941e-05,1998-06-18
"2194",19,6,1998,0.000456667,1998,3.78799235294118e-05,1998-06-19
"2195",20,6,1998,0.000451528,1998,3.61581088235294e-05,1998-06-20
"2196",21,6,1998,0.00061875,1998,3.44362941176471e-05,1998-06-21
"2197",22,6,1998,0.001164028,1998,3.27144794117647e-05,1998-06-22
"2198",23,6,1998,0.001497222,1998,3.09926647058823e-05,1998-06-23
"2199",24,6,1998,0.001212639,1998,2.927085e-05,1998-06-24
"2200",25,6,1998,0.000852222,1998,2.75490352941176e-05,1998-06-25
"2201",26,6,1998,0.005415833,1998,2.58272205882353e-05,1998-06-26
"2202",27,6,1998,0.003427639,1998,2.4105405882353e-05,1998-06-27
"2203",28,6,1998,0.001432361,1998,2.23835911764706e-05,1998-06-28
"2204",29,6,1998,0.000637361,1998,2.06617764705882e-05,1998-06-29
"2205",30,6,1998,0.000264861,1998,1.89399617647059e-05,1998-06-30
"2206",1,7,1998,0.000154583,1998,1.72181470588235e-05,1998-07-01
"2207",2,7,1998,0.000319583,1998,1.54963323529412e-05,1998-07-02
"2208",3,7,1998,0.000227917,1998,1.37745176470588e-05,1998-07-03
"2209",4,7,1998,8.53e-05,1998,1.20527029411765e-05,1998-07-04
"2210",5,7,1998,0.000124861,1998,1.03308882352941e-05,1998-07-05
"2211",6,7,1998,2.96e-05,1998,8.60907352941175e-06,1998-07-06
"2212",7,7,1998,3e-05,1998,6.88725882352936e-06,1998-07-07
"2213",8,7,1998,3e-05,1998,5.16544411764707e-06,1998-07-08
"2214",9,7,1998,3e-05,1998,3.44362941176468e-06,1998-07-09
"2215",10,7,1998,1.92e-05,1998,1.72181470588239e-06,1998-07-10
"2216",11,7,1998,0,1998,0,1998-07-11
"2217",12,7,1998,0,1998,0,1998-07-12
"2218",13,7,1998,0,1998,0,1998-07-13
"2219",14,7,1998,0,1998,0,1998-07-14
"2220",15,7,1998,0,1998,0,1998-07-15
"2221",16,7,1998,0,1998,0,1998-07-16
"2222",17,7,1998,0,1998,0,1998-07-17
"2223",18,7,1998,0,1998,0,1998-07-18
"2224",19,7,1998,0,1998,0,1998-07-19
"2225",20,7,1998,0,1998,0,1998-07-20
"2226",21,7,1998,0,1998,0,1998-07-21
"2227",22,7,1998,0,1998,0,1998-07-22
"2228",23,7,1998,0,1998,0,1998-07-23
"2229",24,7,1998,0,1998,0,1998-07-24
"2230",25,7,1998,0,1998,0,1998-07-25
"2231",26,7,1998,6.67e-05,1998,6.67e-05,1998-07-26
"2232",27,7,1998,0.003272222,1998,0.000641447368421053,1998-07-27
"2233",28,7,1998,0.004250417,1998,0.000748355263157895,1998-07-28
"2234",29,7,1998,0.002275694,1998,0.000855263157894737,1998-07-29
"2235",30,7,1998,0.001937917,1998,0.000962171052631579,1998-07-30
"2236",31,7,1998,0.00201375,1998,0.00106907894736842,1998-07-31
"2237",1,8,1998,0.002347778,1998,0.00117598684210526,1998-08-01
"2238",2,8,1998,0.003048611,1998,0.00128289473684211,1998-08-02
"2239",3,8,1998,0.003942361,1998,0.00138980263157895,1998-08-03
"2240",4,8,1998,0.006680972,1998,0.00149671052631579,1998-08-04
"2241",5,8,1998,0.003798056,1998,0.00160361842105263,1998-08-05
"2242",6,8,1998,0.003110417,1998,0.00171052631578947,1998-08-06
"2243",7,8,1998,0.003042361,1998,0.00181743421052632,1998-08-07
"2244",8,8,1998,0.002683333,1998,0.00192434210526316,1998-08-08
"2245",9,8,1998,0.00203125,1998,0.00203125,1998-08-09
"2246",10,8,1998,0.001832083,1998,0.001832083,1998-08-10
"2247",11,8,1998,0.004429167,1998,0.00182649440776699,1998-08-11
"2248",12,8,1998,0.003520476,1998,0.00182090581553398,1998-08-12
"2249",13,8,1998,0.002716667,1998,0.00181531722330097,1998-08-13
"2250",14,8,1998,0.002211875,1998,0.00180972863106796,1998-08-14
"2251",15,8,1998,0.001740417,1998,0.001740417,1998-08-15
"2252",16,8,1998,0.002274583,1998,0.00179855144660194,1998-08-16
"2253",17,8,1998,0.003680625,1998,0.00179296285436893,1998-08-17
"2254",18,8,1998,0.005063958,1998,0.00178737426213592,1998-08-18
"2255",19,8,1998,0.003956552,1998,0.00178178566990291,1998-08-19
"2256",20,8,1998,0.00394399297250859,1998,NA,1998-08-20
"2257",21,8,1998,0.00393143394501718,1998,NA,1998-08-21
"2258",22,8,1998,0.00391887491752577,1998,NA,1998-08-22
"2259",23,8,1998,0.00390631589003436,1998,NA,1998-08-23
"2260",24,8,1998,0.00389375686254296,1998,NA,1998-08-24
"2261",25,8,1998,0.00388119783505155,1998,NA,1998-08-25
"2262",26,8,1998,0.00386863880756014,1998,NA,1998-08-26
"2263",27,8,1998,0.00385607978006873,1998,NA,1998-08-27
"2264",28,8,1998,0.00384352075257732,1998,NA,1998-08-28
"2265",29,8,1998,0.00383096172508591,1998,NA,1998-08-29
"2266",30,8,1998,0.0038184026975945,1998,NA,1998-08-30
"2267",31,8,1998,0.00380584367010309,1998,NA,1998-08-31
"2510",1,5,1999,0.000753999989690722,1999,NA,1999-05-01
"2511",2,5,1999,0.000741440962199313,1999,NA,1999-05-02
"2512",3,5,1999,0.000728881934707904,1999,NA,1999-05-03
"2513",4,5,1999,0.000716322907216495,1999,NA,1999-05-04
"2514",5,5,1999,0.000703763879725086,1999,NA,1999-05-05
"2515",6,5,1999,0.000691204852233677,1999,NA,1999-05-06
"2516",7,5,1999,0.000678645824742268,1999,NA,1999-05-07
"2517",8,5,1999,0.000666086797250859,1999,NA,1999-05-08
"2518",9,5,1999,0.00065352776975945,1999,NA,1999-05-09
"2519",10,5,1999,0.000640968742268041,1999,NA,1999-05-10
"2520",11,5,1999,0.000628409714776632,1999,NA,1999-05-11
"2521",12,5,1999,0.000615850687285223,1999,NA,1999-05-12
"2522",13,5,1999,0.000603291659793815,1999,NA,1999-05-13
"2523",14,5,1999,0.000590732632302406,1999,NA,1999-05-14
"2524",15,5,1999,0.000578173604810996,1999,NA,1999-05-15
"2525",16,5,1999,0.000565614577319587,1999,NA,1999-05-16
"2526",17,5,1999,0.000553055549828179,1999,NA,1999-05-17
"2527",18,5,1999,0.00054049652233677,1999,NA,1999-05-18
"2528",19,5,1999,0.000527937494845361,1999,NA,1999-05-19
"2529",20,5,1999,0.000515378467353952,1999,NA,1999-05-20
"2530",21,5,1999,0.000502819439862543,1999,NA,1999-05-21
"2531",22,5,1999,0.000490260412371134,1999,NA,1999-05-22
"2532",23,5,1999,0.000477701384879725,1999,NA,1999-05-23
"2533",24,5,1999,0.000465142357388316,1999,NA,1999-05-24
"2534",25,5,1999,0.000452583329896907,1999,NA,1999-05-25
"2535",26,5,1999,0.000440024302405498,1999,NA,1999-05-26
"2536",27,5,1999,0.000427465274914089,1999,NA,1999-05-27
"2537",28,5,1999,0.00041490624742268,1999,NA,1999-05-28
"2538",29,5,1999,0.000402347219931271,1999,NA,1999-05-29
"2539",30,5,1999,0.000389788192439863,1999,NA,1999-05-30
"2540",31,5,1999,0.000377229164948454,1999,NA,1999-05-31
"2541",1,6,1999,0.000364670137457045,1999,NA,1999-06-01
"2542",2,6,1999,0.000352111109965636,1999,NA,1999-06-02
"2543",3,6,1999,0.000339552082474227,1999,NA,1999-06-03
